VistID,Time_Spent,Age,Avg_Income,Internet_Usage,Ad_Topic,Country_Name,City_Name,Sex,Time_Period,Weekday,Month,Year,Clicked
8927872,71.74,51,64902.47,201.26,product_22,Barbados,Olsonside,F,Mid-Night,Saturday,May,2020,0
8443459,84.25,37,47258.59,238.45,product_16,Barbados,Lake Jose,F,Noon,Wednesday,January,2020,0
6672257,77.2,44,71136.49,236.15,product_8,Barbados,Karenton,F,Morning,Friday,February,2020,0
4323135,74.49,53,63528.8,225.97,product_1,Barbados,Reyesfurt,M,Night,Monday,May,2020,0
5059633,80.67,23,71136.49,219.98,product_13,Barbados,Olsonside,M,Noon,Tuesday,April,2020,0
4005304,44.11,26,62658,131.29,product_3,Belarus,North Monicaville,F,Night,Thursday,March,2020,1
3563606,87.09,35,68348.99,192.6,product_8,Belarus,Melissastad,F,Night,Monday,April,2020,0
3827391,75.65,31,60638.38,162.44,product_26,Belarus,Lake Jose,F,Evening,Monday,June,2020,0
2450180,82.72,31,65704.79,179.82,product_28,Belarus,North Monicaville,F,Early-Morning,Sunday,January,2020,0
3080352,74.61,19,67516.07,212.88,product_8,Belarus,North Monicaville,F,Night,Saturday,January,2020,0
5435850,82.4,39,63764.28,227.72,product_27,Belarus,Lake Jose,M,Evening,Thursday,May,2020,0
8519621,79.82,34,62053.37,210.39,product_5,Belarus,Amandafort,F,Morning,Wednesday,May,2020,1
2554684,73.1,29,67669.06,254.57,product_25,Belarus,Lake Jose,M,Night,Sunday,March,2020,0
5443044,57.82,46,48867.36,107.56,product_8,Belarus,Brandiland,M,Noon,Wednesday,April,2020,1
1190532,60.72,56,56771,174.88,product_3,Belarus,Lake Jose,F,Early-Morning,Monday,May,2020,1
9393552,70.92,41,49995.63,108.16,product_1,Belarus,Lake Jose,M,Early-Morning,Thursday,May,2020,1
6815335,81.58,40,70324.8,219.98,product_13,Belarus,Melissastad,F,Night,Wednesday,January,2020,0
5024302,83.42,44,75687.46,211.12,product_25,Belarus,Lake Jose,F,Evening,Sunday,February,2020,0
7542706,56.14,29,51633,173.05,product_14,Belarus,Lake Jose,M,Evening,Saturday,January,2020,1
6857167,70.09,21,54725.87,211.17,product_8,Belarus,East Benjaminville,F,Noon,Friday,January,2020,0
2946198,59.36,49,46931.03,110.84,product_13,Belarus,Amandafort,F,Mid-Night,Friday,July,2020,1
7476102,66.01,57,39939,105.04,product_28,Belarus,Amandafort,M,Noon,Tuesday,May,2020,1
6018792,43.01,23,25683,123.08,product_8,Belarus,Lake Jose,F,Early-Morning,Tuesday,March,2020,1
6746334,80.99,26,35521.88,207.53,product_4,Belarus,Melissastad,M,Mid-Night,Friday,June,2020,0
8761030,73.72,38,68333.01,190.75,product_22,Belarus,Amandafort,F,Mid-Night,Friday,April,2020,0
5213389,65.59,29,58544,120.25,product_1,Belarus,North Monicaville,F,Night,Sunday,February,2020,1
2501769,35.66,43,46239,128.17,product_29,Belgium,Port Whitneyhaven,F,Early-Morning,Monday,March,2020,1
8743920,65.82,32,57545.56,247.9,product_15,Belgium,Lake Jillville,F,Morning,Monday,June,2020,0
8572043,68.88,37,78119.5,179.58,product_10,Belgium,Port Whitneyhaven,F,Evening,Tuesday,February,2020,0
4496566,46.2,37,51315.38,119.3,product_8,Belgium,Welchshire,F,Noon,Sunday,April,2020,1
7183569,68.1,22,56725.47,205.84,product_7,Belgium,Welchshire,F,Mid-Night,Saturday,July,2020,0
4800405,78.54,27,53223.58,216.87,product_10,Belgium,Welchshire,M,Morning,Friday,July,2020,0
9533368,40.06,29,66194,195.54,product_12,Belgium,Welchshire,F,Morning,Saturday,April,2020,1
2570149,65.59,52,48348,169.23,product_5,Belgium,Port Whitneyhaven,F,Morning,Wednesday,January,2020,1
6507448,56.56,49,64447.77,198.11,product_13,Belgium,Port Whitneyhaven,M,Evening,Saturday,March,2020,1
3357243,79.22,27,63429.18,198.79,product_1,Belgium,North Debra,M,Noon,Friday,March,2020,0
6619613,65.22,34,53058.91,233.36,product_9,Belgium,Reginamouth,M,Mid-Night,Friday,June,2020,0
5928667,40.18,37,41548,169.23,product_10,Belgium,Port Whitneyhaven,M,Mid-Night,Saturday,January,2020,1
5974637,77.5,43,65653.47,170.13,product_18,Belgium,Lake Jillville,M,Evening,Thursday,January,2020,0
9296428,81.9,47,79484.8,231.49,product_23,Belgium,North Debra,M,Noon,Wednesday,February,2020,0
1586455,80.71,51,70012.83,221.59,product_7,Belgium,Reginamouth,F,Early-Morning,Thursday,March,2020,0
7557739,71.03,57,66541,118.69,product_15,Belgium,Port Whitneyhaven,F,Night,Sunday,February,2020,1
9910711,42.51,28,59448,154.75,product_13,Belgium,Port Whitneyhaven,M,Early-Morning,Saturday,July,2020,1
8269360,59.05,58,48454,177.46,product_20,Belgium,Welchshire,F,Early-Morning,Wednesday,July,2020,1
5392282,76.81,37,69476.42,247.05,product_22,Belgium,Reginamouth,F,Mid-Night,Thursday,May,2020,0
1784556,47.74,29,47638,113.8,product_27,Belgium,Port Whitneyhaven,F,Mid-Night,Saturday,May,2020,1
5740299,79.83,43,34309.24,209.25,product_14,Belgium,Welchshire,F,Noon,Saturday,May,2020,0
2059882,85.84,53,41884.64,226.11,product_24,Belgium,North Debra,F,Night,Tuesday,May,2020,0
7631953,37.75,19,41336,115.91,product_22,Belgium,Welchshire,F,Morning,Friday,July,2020,1
1415375,84.59,36,47169.14,241.8,product_1,Belgium,Lake Jillville,M,Noon,Tuesday,April,2020,0
4644565,61.88,41,21645,123.72,product_29,Belgium,Port Whitneyhaven,F,Evening,Sunday,June,2020,1
8531887,70.09,29,75560.65,223.16,product_18,Belgium,North Debra,M,Mid-Night,Monday,January,2020,0
1661394,79.57,40,61275.18,222.35,product_19,Belgium,Welchshire,F,Night,Thursday,July,2020,0
3837824,66.18,26,53899,110.66,product_6,Belgium,Welchshire,F,Night,Tuesday,June,2020,1
6706632,60.83,51,60637.62,229.22,product_24,Belgium,Welchshire,M,Mid-Night,Tuesday,April,2020,0
5478198,65.57,46,23410.75,130.86,product_16,Belgium,Reginamouth,F,Noon,Friday,April,2020,1
4145516,73.41,30,51512.66,224.23,product_16,Belgium,Reginamouth,F,Morning,Tuesday,May,2020,0
3324077,54.39,54,47314,127.37,product_17,Belgium,Port Whitneyhaven,M,Night,Tuesday,April,2020,1
8143938,74.32,19,22456,158.22,product_22,Belgium,Welchshire,M,Night,Wednesday,July,2020,1
2161217,61.72,36,55499.69,192.93,product_4,Belize,Codyburgh,M,Night,Tuesday,July,2020,0
9575888,78.84,49,55677.12,173.49,product_18,Belize,Guzmanland,F,Night,Saturday,July,2020,0
2720608,79.91,31,73207.15,245.89,product_19,Belize,East Michaelland,M,Night,Sunday,May,2020,0
5549749,71.9,49,61610.05,231.95,product_13,Belize,East Michele,F,Mid-Night,Monday,February,2020,0
4693757,75.64,27,67033.34,244.87,product_21,Belize,Codyburgh,F,Mid-Night,Thursday,February,2020,0
9754065,78.37,43,51501.38,238.58,product_20,Belize,Guzmanland,F,Night,Sunday,January,2020,0
5095614,76.07,23,66699.12,236.64,product_28,Belize,Codyburgh,F,Evening,Monday,May,2020,0
7755102,76.2,53,69562.46,221.59,product_7,Belize,Codyburgh,M,Early-Morning,Thursday,April,2020,0
1094760,40.17,19,43386,173.43,product_23,Belize,Codyburgh,M,Early-Morning,Thursday,June,2020,1
1865768,65.53,40,70505.06,236.64,product_2,Belize,Shawstad,M,Evening,Thursday,February,2020,0
7434614,75.8,36,71222.4,224.9,product_1,Belize,East Michaelland,F,Early-Morning,Thursday,January,2020,0
9761061,70.03,39,74623.27,212.88,product_24,Belize,East Michaelland,M,Morning,Saturday,January,2020,0
1309777,70.04,48,62667.51,231.48,product_5,Belize,Codyburgh,M,Evening,Saturday,February,2020,0
2998942,38.91,48,49525,150.83,product_10,Belize,East Michele,F,Morning,Saturday,March,2020,1
4412853,44.64,36,55787.58,127.01,product_10,Belize,Codyburgh,F,Early-Morning,Sunday,February,2020,1
3911307,44.98,40,42908,115.37,product_27,Belize,Codyburgh,F,Noon,Sunday,April,2020,1
8014638,49.89,39,17709.98,160.03,product_30,Belize,East Michele,M,Noon,Saturday,April,2020,1
8057686,73.89,30,52252.91,236.96,product_26,Belize,East Michele,F,Noon,Thursday,February,2020,0
8328054,43.49,47,50335.46,127.83,product_20,Belize,Guzmanland,F,Morning,Tuesday,January,2020,1
9091112,37.51,36,45465,147.75,product_19,Belize,East Michele,F,Mid-Night,Saturday,March,2020,1
9863193,50.52,57,68449,104.78,product_17,Belize,Codyburgh,F,Morning,Saturday,July,2020,1
6987706,62.31,58,55994,163.38,product_16,Belize,Codyburgh,F,Noon,Monday,July,2020,1
5890599,84.54,28,56067.38,193.8,product_30,Belize,Codyburgh,M,Morning,Sunday,July,2020,0
6112782,74.71,48,57844.96,231.28,product_29,Belize,Codyburgh,F,Morning,Monday,January,2020,0
2296033,82.37,20,65791.17,216,product_29,Belize,East Michele,F,Mid-Night,Friday,January,2020,0
9766661,68.68,42,68030.18,247.9,product_2,Belize,East Michele,M,Mid-Night,Wednesday,May,2020,0
1453290,64.75,19,50200,132.38,product_10,Belize,Codyburgh,F,Evening,Thursday,May,2020,1
6659941,66.69,46,51870,208.58,product_7,Belize,Guzmanland,M,Noon,Monday,June,2020,1
8525523,54.55,50,36782,135.72,product_19,Belize,Codyburgh,F,Evening,Friday,May,2020,1
8287390,84.33,41,54989.93,240.95,product_2,Belize,Shawstad,F,Mid-Night,Wednesday,March,2020,0
9248895,71.89,48,72423.97,162.03,product_13,Belize,Guzmanland,F,Evening,Sunday,January,2020,0
3736762,79.53,38,38427.66,233.36,product_17,Benin,Johnsport,F,Noon,Saturday,July,2020,0
2356615,49.58,26,56791.75,231.94,product_15,Benin,Johnsport,F,Evening,Thursday,April,2020,0
6115946,39.36,52,43386,120.49,product_10,Benin,Johnsport,F,Evening,Friday,January,2020,1
2081134,38.65,60,26024,130.86,product_27,Benin,Johnsport,M,Morning,Sunday,January,2020,1
1557571,54.88,38,51257,173.75,product_23,Benin,Johnsport,F,Mid-Night,Friday,March,2020,1
6637396,81.05,50,50439.49,240.63,product_21,Benin,Johnsport,F,Noon,Wednesday,July,2020,1
1146675,76.56,44,67669.06,202.25,product_4,Benin,Johnsport,F,Evening,Tuesday,May,2020,1
8218582,42.06,43,52182,123.08,product_30,Benin,Johnsport,F,Noon,Thursday,July,2020,1
5469217,84.71,46,61526.25,192.85,product_30,Benin,Johnsport,F,Morning,Saturday,April,2020,0
6393526,80.99,22,55130.96,183.82,product_4,Benin,Johnsport,M,Morning,Sunday,March,2020,0
3116645,56.14,55,67782,134.88,product_3,Benin,Johnsport,F,Noon,Saturday,March,2020,1
5905561,77.47,50,67080.94,177.78,product_18,Benin,Johnsport,M,Night,Sunday,January,2020,0
5483002,73.41,46,67516.07,227.72,product_11,Benin,Ronaldport,M,Night,Friday,June,2020,0
5718872,79.52,29,41920.79,248.12,product_1,Benin,Johnsport,M,Evening,Tuesday,February,2020,0
1712211,60.75,37,63966.72,227.37,product_6,Benin,Ronaldport,M,Night,Saturday,July,2020,0
2130278,81.9,20,50983.75,210.53,product_8,Benin,Ronaldport,F,Mid-Night,Sunday,January,2020,0
6273337,76.32,21,69874.18,261.02,product_26,Benin,Johnsport,F,Evening,Sunday,June,2020,0
4338531,68.88,27,65653.47,211.56,product_23,Benin,Johnsport,F,Night,Friday,April,2020,0
2755634,61.04,41,75805.12,149.21,product_21,Benin,Ronaldport,F,Noon,Monday,May,2020,1
1517269,43.07,56,57587,161.24,product_23,Benin,Johnsport,M,Evening,Saturday,January,2020,1
4212339,35.61,20,51171,144.71,product_8,Benin,Johnsport,M,Noon,Wednesday,February,2020,1
3397403,66.99,42,59398,131.29,product_16,Benin,Johnsport,M,Early-Morning,Sunday,June,2020,1
7189410,84.29,29,72554,144.27,product_18,Benin,Johnsport,M,Night,Saturday,July,2020,1
2801557,76.64,34,73049.3,164.02,product_24,Benin,Johnsport,F,Mid-Night,Saturday,July,2020,0
8395962,44.33,25,22473,135.24,product_16,Benin,Johnsport,F,Early-Morning,Friday,July,2020,1
4080455,83.4,24,55424.24,200.59,product_25,Benin,Ronaldport,M,Mid-Night,Monday,January,2020,0
8641874,37.65,50,46694,140.46,product_22,Benin,Johnsport,F,Early-Morning,Tuesday,March,2020,1
9722797,85.01,29,71055.22,212.67,product_26,Benin,Johnsport,M,Early-Morning,Tuesday,February,2020,0
5603219,53.33,45,55985,124.34,product_7,Benin,Johnsport,M,Morning,Saturday,January,2020,1
7223228,87.16,38,61601.05,181.11,product_14,Benin,Johnsport,F,Noon,Tuesday,June,2020,0
4324014,49.84,51,60813,159.77,product_29,Benin,Johnsport,F,Mid-Night,Saturday,March,2020,1
6866047,80.47,51,56986.73,254.57,product_7,Benin,Ronaldport,F,Evening,Sunday,July,2020,0
1897239,82.37,44,65834.97,213.96,product_11,Benin,Johnsport,M,Night,Tuesday,July,2020,0
2621409,72.18,53,75687.46,254.59,product_24,Benin,Ronaldport,M,Noon,Saturday,July,2020,0
4791605,45.11,37,42996,149.21,product_5,Benin,Johnsport,M,Mid-Night,Sunday,February,2020,1
2807251,44.4,29,28210,219.69,product_14,Benin,Johnsport,F,Mid-Night,Saturday,February,2020,1
6497590,81.99,49,57669.41,226.64,product_24,Benin,Johnsport,F,Noon,Tuesday,April,2020,0
6302051,67.94,61,38261,125.45,product_18,Benin,Johnsport,M,Night,Monday,June,2020,1
2002698,41.67,59,45401,118.27,product_17,Benin,Johnsport,F,Evening,Sunday,January,2020,1
5032497,70.44,47,62927.96,217.37,product_1,Benin,Ronaldport,M,Mid-Night,Tuesday,March,2020,0
9703966,74.53,20,66263.37,195.93,product_19,Benin,Ronaldport,F,Noon,Thursday,January,2020,0
2895896,74.54,38,65882.81,205.38,product_19,Benin,Ronaldport,F,Noon,Wednesday,January,2020,0
3470122,79.16,46,73884.48,223.16,product_30,Bermuda,North Tiffany,M,Night,Wednesday,March,2020,0
5780017,87.09,40,75560.65,214.49,product_27,Bermuda,North Tiffany,M,Noon,Saturday,March,2020,0
8556454,72.23,44,63551.67,233.61,product_29,Bermuda,North Tiffany,M,Mid-Night,Saturday,January,2020,0
6780142,76.59,42,48537.18,207.87,product_1,Bermuda,North Tiffany,F,Morning,Thursday,February,2020,0
6347941,70.61,19,41768.13,223.16,product_11,Bermuda,North Tiffany,F,Morning,Friday,February,2020,0
3227003,78.29,35,60997.84,191.17,product_8,Bermuda,North Tiffany,M,Evening,Friday,March,2020,0
4362253,74.49,44,55479.62,217.66,product_21,Bermuda,North Tiffany,F,Morning,Wednesday,March,2020,0
7503000,82.4,35,63580.22,202.34,product_27,Bermuda,North Tiffany,M,Noon,Sunday,March,2020,0
5002560,91.1,35,58037.66,194.23,product_23,Bermuda,North Tiffany,F,Mid-Night,Thursday,July,2020,0
5948759,77.65,49,65882.81,214.42,product_20,Bermuda,North Tiffany,M,Early-Morning,Thursday,May,2020,0
8469879,72.18,50,59784.18,195.31,product_16,Bermuda,North Tiffany,M,Night,Friday,January,2020,0
8380134,82.4,51,57868.44,194.95,product_25,Bermuda,North Tiffany,M,Evening,Tuesday,March,2020,0
1274623,82.69,31,51501.38,180.47,product_13,Bermuda,North Tiffany,M,Morning,Saturday,February,2020,0
6683674,84.04,43,69718.19,163.05,product_17,Bermuda,North Tiffany,F,Noon,Friday,February,2020,0
3440682,80.94,36,60803,239.94,product_11,Bermuda,North Tiffany,F,Early-Morning,Friday,January,2020,0
7575670,68.18,29,63115.34,235.99,product_16,Bermuda,North Tiffany,F,Noon,Sunday,March,2020,0
2711103,76.76,53,60637.62,227.73,product_28,Bermuda,North Tiffany,F,Morning,Thursday,June,2020,0
2418829,84.79,36,64433.99,241.38,product_17,Bermuda,North Tiffany,F,Mid-Night,Thursday,July,2020,0
7732992,74.18,46,44490.09,163.99,product_29,Bermuda,North Tiffany,F,Mid-Night,Monday,January,2020,0
2990135,65.56,26,72209.99,199.62,product_12,Bermuda,North Tiffany,F,Evening,Saturday,March,2020,0
3002987,59.52,40,66198.66,256.4,product_17,Bhutan,Marcushaven,M,Mid-Night,Wednesday,June,2020,0
2193983,88.97,45,49269.98,152.49,product_3,Bhutan,Lake Jessica,F,Evening,Saturday,June,2020,1
7626249,48.01,47,42079,135.25,product_14,Bhutan,Marcushaven,M,Morning,Saturday,March,2020,1
5858086,63.43,38,58638.75,247.9,product_6,Bhutan,Lake Jessica,M,Evening,Tuesday,February,2020,0
7542800,83.55,37,57756.89,248.23,product_4,Bhutan,Marcushaven,F,Evening,Sunday,January,2020,0
6963789,72.23,25,46557.92,241.03,product_5,Bhutan,Marcushaven,M,Evening,Tuesday,July,2020,0
6520673,83.71,53,76003.47,166.19,product_5,Bhutan,Lake Jessica,M,Morning,Monday,July,2020,0
6292281,47.23,19,40159,132.08,product_15,Bhutan,Marcushaven,M,Mid-Night,Saturday,March,2020,1
8946143,44.15,31,48454,134.6,product_13,Bhutan,Marcushaven,F,Night,Wednesday,May,2020,1
9803705,49.58,33,63319.99,231.54,product_13,Bhutan,Lake Jessica,M,Morning,Friday,June,2020,0
3620722,52.13,38,29359,167.87,product_24,Bhutan,Marcushaven,M,Evening,Thursday,January,2020,1
3959202,86.81,26,47139.21,202.12,product_21,Bhutan,Marcushaven,M,Noon,Thursday,July,2020,0
9102355,56.93,50,34886,194.83,product_10,Bhutan,Marcushaven,M,Early-Morning,Monday,April,2020,1
2740536,74.54,33,48537.18,204.47,product_2,Bhutan,Lake Jessica,F,Morning,Sunday,June,2020,0
2203645,66.14,27,66618.21,241.03,product_18,Bhutan,Lake Jessica,M,Night,Thursday,May,2020,0
3557795,81.95,27,70889.68,228.81,product_4,Bhutan,Lake Jessica,M,Morning,Tuesday,March,2020,0
4426798,86.63,39,65044.59,202.61,product_10,Bhutan,Marcushaven,M,Evening,Friday,June,2020,0
3688196,81.98,21,51847.26,233.85,product_9,Bhutan,Marcushaven,F,Morning,Sunday,May,2020,0
5086158,78.84,25,70889.68,203.84,product_30,Bhutan,Lake Jessica,M,Night,Wednesday,April,2020,0
7297947,67.69,22,58996.12,211.38,product_25,Bhutan,Marcushaven,F,Evening,Saturday,June,2020,0
4668981,65.82,34,59886.58,224.01,product_24,Bhutan,Marcushaven,F,Morning,Saturday,March,2020,0
7493648,38.46,42,47968,124.44,product_12,Bhutan,Marcushaven,M,Noon,Tuesday,January,2020,1
7847175,48.22,44,54541.56,229.99,product_26,Bolivia,Amandaland,M,Noon,Saturday,March,2020,0
6554831,89.15,21,67633.44,162.44,product_11,Bolivia,Lake Timothy,M,Morning,Wednesday,March,2020,0
3661474,71.55,42,58526.04,195.56,product_11,Bolivia,Michaelmouth,F,Morning,Monday,July,2020,0
5847182,81.46,27,56791.75,236.75,product_12,Bolivia,Amandaland,F,Evening,Friday,July,2020,0
5718142,69.97,25,64045.93,230.14,product_9,Bolivia,Michaelmouth,F,Mid-Night,Tuesday,July,2020,0
5198479,69.97,42,64122.36,217.79,product_26,Bolivia,Lake Timothy,F,Night,Friday,January,2020,0
3473162,72.18,30,69438.04,225.02,product_8,Bolivia,Lisamouth,F,Night,Friday,June,2020,0
6057185,76.21,31,65834.97,228.94,product_1,Bolivia,Lake Timothy,M,Night,Sunday,June,2020,0
9339861,74.15,40,50439.49,237.39,product_6,Bolivia,Lake Timothy,M,Morning,Monday,March,2020,0
2831800,77.95,32,66699.12,205.71,product_15,Bolivia,Ramirezland,F,Mid-Night,Sunday,May,2020,0
1278826,77.35,47,60637.62,227.56,product_18,Bolivia,Lake Timothy,M,Evening,Wednesday,July,2020,1
7742032,91.1,40,55499.69,198.13,product_6,Bolivia,Michaelmouth,M,Night,Monday,March,2020,0
2090862,66.18,30,75044.35,222.77,product_20,Bolivia,Ramirezland,M,Mid-Night,Monday,March,2020,0
1438604,83.67,38,66618.21,193.97,product_26,Bolivia,West Barbara,F,Noon,Monday,July,2020,0
1235521,81.1,34,56570.06,198.45,product_15,Bolivia,Michaelmouth,M,Morning,Saturday,May,2020,0
6778760,68.82,20,38609.2,205.64,product_30,Bolivia,Ramirezland,M,Noon,Monday,July,2020,0
8031818,78.18,23,52691.79,167.67,product_22,Bolivia,West Barbara,F,Evening,Thursday,June,2020,0
3517151,80.09,28,43299.63,222.77,product_9,Bolivia,Lisamouth,M,Mid-Night,Sunday,April,2020,0
9558312,59.52,44,67511.86,251.08,product_21,Bolivia,Amandaland,M,Evening,Friday,May,2020,0
2494742,74.07,19,76003.47,219.72,product_1,Bolivia,West Barbara,F,Noon,Saturday,February,2020,0
3904655,71.76,29,55015.08,202.12,product_27,Bolivia,Ramirezland,F,Evening,Monday,April,2020,0
2215017,84.08,27,56593.8,209.25,product_19,Bosnia and Herzegovina,South Davidmouth,M,Evening,Monday,May,2020,0
2569335,75.65,43,65280.16,236.19,product_18,Bosnia and Herzegovina,New Cynthia,M,Mid-Night,Friday,January,2020,0
1873545,79.36,34,57260.41,245.78,product_2,Bosnia and Herzegovina,Hessstad,M,Night,Thursday,April,2020,0
1968108,74.87,26,49996,135.51,product_8,Bosnia and Herzegovina,North Tara,F,Mid-Night,Monday,January,2020,1
6994719,87.26,35,63060.55,184.03,product_3,Bosnia and Herzegovina,New Paul,F,Early-Morning,Thursday,May,2020,1
2265771,79.44,27,67240.25,200.59,product_28,Bosnia and Herzegovina,New Cynthia,M,Morning,Tuesday,June,2020,0
3521098,81.51,35,64287.78,230.18,product_20,Bosnia and Herzegovina,New Paul,M,Evening,Saturday,May,2020,0
9303525,60.91,49,77144,158.22,product_22,Bosnia and Herzegovina,Hessstad,F,Morning,Friday,June,2020,1
1522298,60.25,22,33952,176.78,product_8,Bosnia and Herzegovina,Hessstad,F,Noon,Sunday,July,2020,1
4590200,70.58,42,22456,175.37,product_9,Bosnia and Herzegovina,Hessstad,M,Mid-Night,Wednesday,February,2020,1
7004673,45.82,57,64411,132.55,product_13,Bosnia and Herzegovina,North Tara,M,Night,Sunday,June,2020,1
9231406,81.58,22,63296.87,215.29,product_26,Bosnia and Herzegovina,North Tara,F,Noon,Sunday,April,2020,0
8610791,80.51,38,74159.69,231.42,product_22,Bosnia and Herzegovina,Hessstad,M,Early-Morning,Tuesday,March,2020,0
9614256,69.97,45,50711.68,210.54,product_11,Bosnia and Herzegovina,North Tara,M,Noon,Friday,April,2020,1
8338722,79.52,24,51739.63,214.23,product_24,Bosnia and Herzegovina,North Tara,F,Night,Wednesday,April,2020,0
8180976,87.14,20,59047.91,221.21,product_14,Bosnia and Herzegovina,Melissachester,M,Noon,Thursday,June,2020,0
3625349,66.18,27,33239.2,214.42,product_13,Bosnia and Herzegovina,New Paul,M,Morning,Thursday,March,2020,0
6375750,76.81,20,47139.21,175.43,product_16,Bosnia and Herzegovina,Hessstad,M,Evening,Thursday,January,2020,0
7011821,51.3,45,67782.17,134.42,product_21,Bosnia and Herzegovina,New Darlene,M,Mid-Night,Friday,April,2020,1
2157187,46.37,30,66349,120.49,product_7,Bosnia and Herzegovina,New Paul,M,Noon,Monday,March,2020,1
3491718,32.84,45,39211,193.15,product_9,Bosnia and Herzegovina,North Tara,M,Noon,Sunday,July,2020,1
4173615,48.53,49,66929,144.62,product_13,Bosnia and Herzegovina,New Paul,M,Mid-Night,Tuesday,February,2020,1
3878297,75.55,36,31998.72,123.71,product_13,Bosnia and Herzegovina,South Davidmouth,M,Early-Morning,Saturday,March,2020,1
2398669,80.51,39,44490.09,235.01,product_20,Bosnia and Herzegovina,North Tara,M,Evening,Tuesday,April,2020,0
7864663,61.82,47,59398,151.95,product_10,Bosnia and Herzegovina,Hessstad,F,Morning,Sunday,April,2020,1
3658482,84.45,53,61757,154.23,product_5,Bosnia and Herzegovina,New Paul,F,Morning,Monday,February,2020,1
2845897,37.47,48,47339,113.8,product_7,Bosnia and Herzegovina,Hessstad,F,Night,Thursday,April,2020,1
2331490,69.74,48,54806.18,204.56,product_30,Bosnia and Herzegovina,North Tara,M,Morning,Thursday,May,2020,0
1463867,52.84,51,38641.2,121.57,product_10,Bosnia and Herzegovina,Melissachester,M,Morning,Wednesday,June,2020,1
4372399,67.8,41,39724,120.37,product_23,Bosnia and Herzegovina,New Paul,F,Morning,Monday,April,2020,1
3080036,74.15,32,66629.61,231.37,product_19,Bosnia and Herzegovina,South Davidmouth,M,Morning,Saturday,June,2020,0
5848144,60.7,23,69562.46,221.94,product_15,Bosnia and Herzegovina,North Tara,M,Morning,Saturday,February,2020,0
1371085,62.18,28,44304,124.85,product_15,Bosnia and Herzegovina,Hessstad,F,Morning,Tuesday,July,2020,1
1858856,39.53,35,25604,121.24,product_7,Bosnia and Herzegovina,Hessstad,M,Night,Tuesday,April,2020,1
3972049,72.55,22,58953.01,202.34,product_21,Bosnia and Herzegovina,New Cynthia,F,Early-Morning,Monday,February,2020,0
9414690,70.05,47,62729.4,210.46,product_21,Bosnia and Herzegovina,South Davidmouth,M,Mid-Night,Thursday,July,2020,0
6882855,86.38,37,67633.44,250.35,product_24,Bosnia and Herzegovina,Melissachester,M,Evening,Thursday,April,2020,0
2584490,88.04,28,64188.5,241.03,product_18,Bosnia and Herzegovina,New Darlene,M,Mid-Night,Friday,January,2020,0
5777907,68.6,31,54645,151.25,product_4,Bouvet Island (Bouvetoya),Davidmouth,F,Night,Saturday,June,2020,1
1397618,62.42,59,37839,153.98,product_8,Bouvet Island (Bouvetoya),Davidmouth,M,Mid-Night,Friday,January,2020,1
3497120,73.41,48,57669.41,187.76,product_28,Bouvet Island (Bouvetoya),New Jeffreychester,M,Night,Wednesday,July,2020,0
9928960,66.18,51,66861.67,217.1,product_16,Bouvet Island (Bouvetoya),West Guybury,F,Morning,Saturday,January,2020,0
9466720,57.11,36,71055.22,231.48,product_9,Bouvet Island (Bouvetoya),Sharpberg,M,Noon,Saturday,June,2020,0
3282693,58.18,39,58638.75,235.01,product_11,Bouvet Island (Bouvetoya),Sharpberg,F,Morning,Monday,May,2020,0
6534150,85.86,34,63115.34,208.23,product_25,Bouvet Island (Bouvetoya),New Jeffreychester,F,Mid-Night,Monday,May,2020,0
8001393,75.7,23,57195.96,210.39,product_26,Bouvet Island (Bouvetoya),South Tiffanyton,F,Morning,Tuesday,July,2020,0
7324406,43.65,32,50491,115.91,product_5,Bouvet Island (Bouvetoya),Davidmouth,M,Night,Friday,July,2020,1
1038584,87.23,33,46179.97,198.11,product_6,Bouvet Island (Bouvetoya),West Guybury,F,Evening,Monday,February,2020,0
6506713,66.03,32,61270.14,212.79,product_11,Bouvet Island (Bouvetoya),Davidmouth,F,Evening,Wednesday,July,2020,0
1587848,40.06,26,74445,119.86,product_20,Bouvet Island (Bouvetoya),West Guybury,M,Mid-Night,Saturday,February,2020,1
5845827,46.13,31,60248.97,139.01,product_27,Bouvet Island (Bouvetoya),Davidmouth,F,Morning,Monday,February,2020,1
4231525,57.05,23,49996,140.83,product_26,Bouvet Island (Bouvetoya),West Guybury,F,Evening,Wednesday,January,2020,1
4785325,87.97,23,47169.14,238.1,product_16,Bouvet Island (Bouvetoya),West Guybury,M,Evening,Saturday,May,2020,0
7631136,41.84,33,65900,108.7,product_24,Bouvet Island (Bouvetoya),West Guybury,M,Mid-Night,Friday,March,2020,1
3257629,82.3,38,51975.41,236.75,product_18,Bouvet Island (Bouvetoya),South Tiffanyton,F,Evening,Saturday,April,2020,0
3244261,81.59,44,66699.12,227.56,product_1,Bouvet Island (Bouvetoya),Sharpberg,F,Evening,Friday,May,2020,0
2375193,39.85,30,39616,168.29,product_19,Bouvet Island (Bouvetoya),West Guybury,F,Early-Morning,Sunday,June,2020,1
3955438,58.22,24,63071,144.69,product_16,Bouvet Island (Bouvetoya),West Guybury,M,Evening,Friday,January,2020,1
5125243,35.76,41,48348,156.99,product_6,Bouvet Island (Bouvetoya),West Guybury,F,Mid-Night,Thursday,January,2020,1
