date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-09-08 13:00:00,"59,39","7,74","3433,42","552,692","408,543","9,52537","1,66491","299,139","294,987","302,207","299,927","302,181","290,984","306,199","392,214","489,406","418,158","489,078","420,862","387,815","421,221","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3466,06","533,251","409,436","9,52667","1,66464","299,743","301,81","302,518","300,275","300,22","286,496","306,519","380,291","471,371","413,163","470,122","409,118","397,196","421,865","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3484,13","544,468","409,863","9,52796","1,66436","299,927","301,842","298,045","300,366","298,097","302,594","306,345","381,723","491,266","411,991","443,298","408,655","414,943","416,858","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3529,98","550,281","407,316","9,52926","1,66409","299,753","301,592","296,851","299,672","302,071","309,216","305,257","397,51","528,194","401,556","456,951","393,559","407,415","430,301","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3567,29","542,824","410,805","9,53056","1,66381","299,881","304,808","299,974","299,834","300,967","303,047",,"404,949","457,656","409,381","428,174","407,672","397,727","429,876","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3483,54","559,072","415,844","9,53185","1,66354","299,58","301,132","302,713","300,447","300,366","292,576","305,374","403,132","494,8","404,554","402,805","397,324","399,497","414,349","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3525,69","557,231","416,664","9,53315","1,66327","299,834","297,503","300,106","300,066","299,674","300,129","305,247","401,998","451,411","399,528","398,438","386,313","378,815","409,203","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3556,93","545,313","418,219","9,53444","1,66299","299,753","300,662","298,228","299,06","299,314","305,036","305,027","398,74","473,085","391,495","393,817","398,778","388,898","418,425","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3605,72","543,563","411,737","9,53574","1,66272","299,88","304,105","297,258","300,384","299,959","300,799","303,079","394,739","497,405","388,707","390,734","405,655","388,314","411,441","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3655,1","549,104","411,476","9,53704","1,66244","299,581","299,231","297,416","300,287","299,974","291,365","303,082","412,385","508,843","402,056","381,632","406,043","421,358","404,513","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3640,43","555,818","417,444","9,53833","1,66217","300,351","301,704","301,312","299,282","300,964","299,875","303,223","403,236","509,562","405,742","394,045","406,359","400,29","402,901","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3651,74","551,975","416,413","9,53963","1,66189","299,723","297,43","302,689","299,566","298,31","312,799","304,604","400,963","496,736","397,686","380,856","406,044","392,041","388,04","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3639,31","549,578","417,103","9,54092","1,66162","299,315","292,693","302,438","299,534","300,271","309,314","305,498","386,846","497,344","391,253","370,342","418,039","385,882","384,89","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3568,55","549,796","417,941","9,54222","1,66134","299,268","296,8","298,203","300,005","298,955","296,92","306,157","384,052","490,432","404,923","384,393","403,184","388,598","392,059","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3598,1","544,178","415,767","9,54352","1,66107","299,785","300,928","297,415","300,319","300,803","292,614","306,816","368,662","466,903","411,097","392,964","414,642","403,867","413,443","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3626,98","542,603","415,335","9,54481","1,66079","299,582","300,65","301,474","300,711","302,327","306,888","302,821","363,57","490,381","417,18","406,705","403,59","404,647","406,232","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3624,22","548,825","414,903","9,54611","1,66052","299,832","300,194","303,08","299,255","298,601","313,498","306,164","381,8","482,892","405,999","404,336","390,678","398,093","399,322","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3649,59","535,701","418,473","9,54629","1,66025","299,927","299,63","302,017","301,068","297,165","308,523","307,397","408,461","486,163","411,389","376,087","395,643","375,443","394,908","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3647,66","538,793","415,065","9,54618","1,65997","299,927","302,071","298,412","301,34","299,309","292,835","305,158","421,074","511,329","398,61","344,867","386,871","391,15","382,71","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3639,85","548,902","415,279","9,54606","1,65965","299,582","302,783","297,682","298,318","301,304","294,278","305,058","430,756","490,177","401,599","318,079","380,01","416,392","386,095","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3641,98","540,636","410,219","9,54594","1,6593","299,831","294,527","300,654","299,746","300,997","308,136",,"420,777","505,191","396,826","291,401","391,441","417,778","390,045","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3612,82","533,419","411,444","9,54582","1,65896","299,755","299,289","302,497","299,678","299,602","308,82","307,006","413,489","468,009","403,399","279,431","441,91","410,545","396,692","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3612,39","543,688","414,499","9,54571","1,65862","299,707","299,87","302,783","298,972","300,471","295,679",,"397,914","481,66","403,209","285,681","407,112","394,821","392,325","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3623,21","539,717","413,075","9,54559","1,65828","299,879","302,579","298,145","300,374","298,057","293,954","308,936","394,276","502,093","410,942","341,946","404,143","369,466","383,743","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3654,78","526,76","411,128",,"1,65794","299,927","299,325","297,022","300,463","297,462","302,668","306,704","397,511","551,348","406,135","380,209","417,348","380,094","381,386","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3765,6","528,923","412,115","9,54535","1,6576","299,755","295,424","301,53","298,479","298,711","304,294","303,849","404,25","511,96","403,702","389,768","402,616","379,513","374,803","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3766,98","532,301","410,442","9,54523","1,65726","300,221","300,826","303,126","299,835","302,306","300,501","303,223","412,145","482,277","403,163","398,855","394,226","386,78","383,322","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3752,11","530,935","406,212","9,54512","1,65692","300,024","300,852","299,115","300,366","299,115","295,722","305,448","407,666","500,548","400,523","406,345","421,574","401,02","375,056","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3758,26","533,725","409,513","9,545","1,65658","299,927","303,791","297,607","299,339","297,778","293,112",,"396,536","499,43","399,387","399,289","418,45","402,18","389,083","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3698,6","531,341","409,601","9,54488","1,65624","299,585","305,787","296,825","299,561","301,665","303,969","304,907","394,664","496,864","398,847","413,91","415,289","425,55","395,244","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3642,92","523,276","415,201","9,54476","1,6559","298,975","298,902","301,245","300,391","299,366","305,127","305,103","388,268","513,036","396,21","414,801","408,007","410,152","401,189","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3633,12","529,759","409,171","9,54465","1,65556","298,999","300,258","302,393","300,075","300,092","299,43","304,689","401,123","511,986","400,929","419,426","405,072","404,236","392,088","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3647,65","532,7","405,342","9,54453","1,65522","299,73","300,904","298,252","299,756","301,438","291,47","305,394","414,716","492,751","406,692","446,556","406,961","400,451","400,121","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3653,69","532,837","404,428",,"1,65487","299,756","301,487","296,73","300,218","298,958","299,483","306,321","411,585","492,068","415,85","439,972","406,297","387,595","392,638","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3696,76","533,31","409,518","9,54429","1,65453","299,707","299,812","301,057","299,345","300,723","305,919","307,2","406,41","523,62","411,463","430,792","406,779","389,407","390,396","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3744,32","527,78","407,862","9,54417","1,65419","300,217","296,377","303,024","300,408","299,425","308,488","307,737","399,587","502,183","408,267","445,618","418,96","370,988","400,89","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3735,51","530,834","405,351","9,54406","1,65385","299,688","300,96",300,"300,466","300,015","300,455","309,363","386,298","485,033","400,82","448,883","419,473","382,018","399,628","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3676,51","524,215","404,883",,"1,65351","299,826","305,617","298,2","299,179","301,214","290,654",,"392,921","531,996","404,977","468,947","402,434","407,757","391,127","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3603,58","519,026","407,595","9,54382","1,65317","300,266","296,518","298,288","300,862","302,651","293,755",,"383,532","509,006","397,665","489,765","391,291","418,636","398,779","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3563,91","526,183","404,561","9,5437","1,65283","300,028","296,771","297,542","301,634","298,94","301,068",,"387,968","501,799","398,692","494,743","378,794","450,249","414,858","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3573,35","526,214","406,126","9,54358","1,65249","299,419","291,975","301,521","299,484","299,76","307,014","293,439","409,27","505,15","392,742","462,728","383,693","403,168","426,859","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3566,34","535,854",404,"9,54347","1,65215","298,421","298,72","302,276","299,167","301,043","296,769","290,597","418,759","505,801","393,959","438,083","383,977","395,93","421,194","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3482,56","529,546","404,027","9,54335","1,65181","298,845","304,12","301,109","299,437","298,201","289,446","291,206","417,984","498,827","400,764","437,802","404,537","420,743","434,07","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3402,94","525,325","408,352","9,54323","1,65147","299,386","297,376","298,271","299,656","301,346","296,899","293,385","415,868","498,481","397,111","430,951","410,883","433,355","442,466","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3339,9","529,119","414,293","9,54311","1,65113","299,825","302,008","297,51","300,213","301,889","303,872","295,175","394,661","492,917","397,561","445,306","407,923","412,382","435,567","65,57",
2017-09-08 13:00:00,"59,39","7,74","3215,65","531,332","409,879","9,543","1,65079","299,421","301,91","297,341","300,535","298,819","307,729","294,184","388,379","474,128","400,672","454,586","388,858","394,312","426,781","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3142,71","536,766","411,926","9,54342","1,65044","299,773","308,998","301,841","299,406","301,32","295,855","300,179","373,406","477,239","396,873","455,56","391,371","366,863","410,463","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3098,5","531,308","413,086","9,54401","1,6501","300,264","299,219","303,054","300,396","301,164","289,826","302,967","382,295","492,779","395,491","455,169","387,472","359,558","402,708","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3001,93","539,471","408,818","9,5446","1,65023","300,198","298,733","298,959","300,974","300,469","301,46","300,021","392,134","479,366","388,871","414,941","390,193",,"410,988","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","488,77","529,039","414,479","9,54519","1,65049","300,483","307,284","298,066","299,005","299,524","310,925","301,068","396,185","479,724","392,646","385,672","386,963","414,489","422,697","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1423,0566666667","534,255","414,806","9,54578","1,65076","300,754","299,494","297,664","299,904","298,931","306,105","298,486","412,226","482,313","393,171","358,92","390,189","425,884","425,405","65,57",
2017-09-08 13:00:00,"59,39","7,74","2357,3433333333","534,77","414,931","9,54637","1,65102","301,479","299,779","300,878","300,029","301,859","293,155",,"411,153","483,446","385,763","332,584","392,45","414,877","411,45","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3291,63","528,922","418,05","9,54696","1,65129","300,508","300,806","303,249","300,095","298,077","287,298","298,245","400,595","491,076","398,89","309,233","391,864","401,23","403,821","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2931,94","532,011","418,036","9,54754","1,65155","300,483","306,351","299,798","300,651","296,631","300,302","301,051","404,012","492,907","396,157","289,867","390,763","361,798","383,374","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3232,52","540,449","418,022",,"1,65182","300,25","299,654","298,44","300,806","302,344","311,095","298,311","399,389","533,926","393,872","286,144","395,98","374,583","373,182","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","554,034","554,228","418,008","9,54872","1,65208","299,979","296,903","298,723","299,969","304,102","305,242","298,075","397,388","497,817","395,105","287,816","375,843","409,269","372,726","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","668,68","542,024","417,994","9,54931","1,65235","300,094","295,677","298,493","299,875","301,083","300,268","302,078","403,117","472,204","395,079","308,553","382,054","405,836","370,041","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","783,326","525,457","417,98","9,5499","1,65261","300,314","305,045","298,389","299,591","298,133","291,433","298,524","420,565","515,266","401,132","311,562","381,892","414,953","369,126","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","897,972","532,098","417,966","9,55049","1,65288","300,031","307,889","301,742","299,487","299,522","297,996",,"411,664","525,699","406,75","320,385","381,851","397,553","374,6","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1012,618","534,348","416,587","9,55108","1,65314","299,759","298,791","302,281","299,487","300,984","305,664","298,993","400,529","509,81","421,475","319,864",394,"403,731","394,808","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1127,264","517,336","412,741","9,55167","1,65341","299,54","295,136","301,121","299,822","297,901","309,352","297,615","392,295","509,545","420,778","324,695","398,083","399,625","381,681","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1241,91","509,761","417,867","9,55226","1,65367","299,822","302,401","297,627","299,592","300,196","299,829","302,194","396,097","493,649","427,447","354,519","390,667","422,666","371,546","65,57",
2017-09-08 13:00:00,"59,39","7,74","1356,556","530,854","418,487","9,55285","1,65394","300,094","295,234","297,968","299,822","300,911","291,951","299,149","400,553","501,598","411,554","388,24","402,545","408,107","373,587","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1471,202","543,749","412,946","9,55343","1,6542","299,646","297,913","302,396","300,094","298,802","293,484","300,234","408,618","515,27","407,382","420,731","401,586","410,365","371,289","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1585,848","522,962","408,216","9,55402","1,65447","300,154","298,04","303,495","300,313","300,17","303,27","300,692","395,711","523,849","408,31","440,371","398,613","393,775","370,229","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1700,494","528,661","410,326",,"1,65473","299,868","298,34","298,793","299,702","299,643","307,407","301,748","407,522","527,337","408,032","456,243","391,972","393,909","385,239","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1815,14","525,91","411,771","9,5552","1,655","300,538","300,437","297,623","300,817","299,268","309,666","298,966","392,834","555,316","410,758","471,091","392,87","415,876","394,685","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","1929,786","527,842","408,586","9,55579","1,65526","300,639","304,021","297,729","301,578","301,264","298,772","301,444","392,063","519,958","402,688","495,318",,"409,56","389,058","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2044,432","523,169","406,854","9,55638","1,65553","299,921","302,652","301,555","300,021","299,41","291,101","299,404","391,233","458,213","397,765","516,145","390,726","429,222","383,024","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2159,078","526,776","409,076","9,55697","1,65579","300,039","302,236","303,447","299,653","298,774","295,3","298,389","391,137","487,879","399,148","526,608","388,019","402,982","401,416","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2273,724","529,936","407,231","9,55756","1,65606","300,969","298,066","299,384","300,201","300,967","304,803","300,363","402,25","487,982","392,131","531,148","393,112","428,526","423,862","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2388,37","523,505","411,86","9,55815","1,65632","300,749","299,773","297,785","299,705","299,204","301,444","299,041","411,546","476,324","392,804","501,161","396,568","403,25","433,42","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2503,016","525,845","406,379","9,55874","1,65659","300,917","303,126","297,564","299,322","296,234","295,012","300,875","414,914","473,655","391,43","460,074","404,177","394,301","445,191","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2617,662","524,582","403,783","9,55932","1,65685","300,031","302,556","297,178","300,096","298,35","292,063","298,536","408,233","480,351","396,332","445,286","402,322","417,789","455,654","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2732,308","521,84","406,583","9,55991","1,65712","299,541","301,958","300,716","299,869","301,422","297,874","299,333","402,884","492,403","399,409","456,123","403,876","402,276","440,066","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2846,954","532,229","409,937","9,56059","1,65738","299,818","301,41","302,069","299,872","300,805","303,058","299,432","398,891","452,267","402,64","455,761","402,758","391,9","431,336","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2961,6","526,715","403,037",,"1,65765","300,258","296,126","301,794","300,257","298,385","305,918","301,084","392,999","458,263","400,34","453,71","410,762","384,187","423,737","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","2919,36","521,387","398,065","9,56201","1,6575","300,697","297,738","298,545","300,366","301,53","298,257",,"398,909","482,482","402,108","428,254","410,738","388,277","414,075","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3799,53","508,703","397,045","9,56271","1,65721","300,971","299,984","297,18","300,366","300,967","291,239","298,719","407,786","483,985","405,883","386,161","401,089","382,784","404,147","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3336,89","498,802","395,432","9,56342","1,65692","300,86","303,997","300,041","299,541","300,861","302,361","302,129","403,886","478,75","398,312","353,29",,"414,771","408,724","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3596,51","500,493","399,102","9,56413","1,65663","300,311","295,136","302,18","300,093","299,045","308,828","298,108","402,268","522,138","394,275","346,094","408,417","410,644","401,945","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3641,81","503,539","401,806","9,56483","1,65634","299,817","300,033","303,058","300,86","301,683","307,618","298,223","386,634","524,215","392,659","323,838","402,075","402,543","396,025","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3653,61","503,236","398,075","9,56554","1,65605","299,872","301,466","298,613","301,025","299,326","296,751","296,853","395,622","485,162","393,87","318,455","395,052","395,268","397,952","65,57",
2017-09-08 13:00:00,"59,39","7,74","3635,75","499,271","394,265","9,56625","1,65576","300,091","303,33","297,235","300,531","298,992","290,865","301,954","399,641","487,097","397,646","324,409","393,396","388,545","392,306","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3584,34","495,766","398,711","9,56695","1,65547","299,982","310,341","297,126","300,366","299,597","298,742","300,105","385,551","509,841","399,131","338,14","392,846","379,467","381,846","65,57",
2017-09-08 13:00:00,"59,39","7,74","3588,66","489,974","395,229","9,56766","1,65519","299,598","299,139","300,686","300,531","300,036","306,779","298,664","402,209","531,671","396,443","343,648","386,528","371,055","369,566","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3622,24","495,13","399,155","9,56837","1,6549","299,652","300,242","302,069","298,12","297,352","302,25","297,622","415,016","507,292","398,72","355,83","401,339","405,53","362,652","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3628,91","499,717","396,476","9,56907","1,65461","299,05","309,021","302,124","299,589","298,71","296,041","298,768","423,266","523,975","404,646","357,722","404,557","431,199","367,587","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3622,51","494,561","395,141","9,56978","1,65432","299,649","294,774","298,185","299,71","301,949","296,131","297,626","416,442","516,063","404,669","341,273","418,535","416,061","383,28","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3680,29","489,819","391,714","9,57049","1,65403","300,091","300,974","296,851","299,323","299,501","300,733","295,265","414,151","518,792","412,585","361,025","420,26","412,331","386,65","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3659,78","491,167","388,998","9,57119","1,65374","299,163","301,867","299,8","299,595","300,847","306,548","293,67","399,102","506,454","414,247","394,874","411,341","393,276","392,814","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3623,59","490,124","390,223","9,5719","1,65345","298,828","297,04","302,443","300,853","302,34","302,653","293,499","389,035","498,315","409,815","442,812","414,015","386,858","398,348","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3599,72","481,772","388,419","9,57261","1,65316","299,156","297,389","302,839","301,245","299,453","294,421",,"382,53","513,34","405,626","475,167","417,481","454,179","385,496","65,57",
2017-09-08 13:00:00,"59,39","7,74","3613,22","487,759","392,396","9,57331","1,65287","299,104","304,819","298,203","299,446","298,389","297,798","291,858","373,42","512,082","401,048","481,641","427,473","418,386","370,855","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3617,19","491,176","388,823","9,57402","1,65258","299,211","302,61","296,957","299,807","301,325","305,09","291,74","396,499","533,313","395,802","492,95","403,315","354,961","377,711","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3534,4","490,879","387,012","9,57473","1,6523","299,431","297,432","299,52","300,636","302,507","311,858","291,797","399,815","520,434","399,224","484,97","412,232","373,259","400,951","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3576,1","489,362","385,488","9,57543","1,65013","299,814","298,15","302,651","300,642","299,462","294,615","297,02","403,837","534,203","398,481","455,613","400,181","442,592","430,703","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3642,34","461,715","388,005","9,57614","1,64733","300,742","303,883","302,627","298,955","301,161","285,453","297,524","416,296","534,339","396,448","448,035","389,312","458,868","451,341","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3616,13","412,438","385,803","9,57685","1,64452","300,699","300,425","299,248","299,855","299,68","293,508","293,485","406,919","491,95","394,83","443,513","391,426","454,66","443,067","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3547,02","468,709","388,578","9,57755","1,64317","299,771","296,164","296,866","300,04","298,339","309,828","293,54","408,701","504,086","398,012","455,121","391,89","420,84","437,829","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3533,2","495,425","389,724","9,57826","1,64233","298,999","300,523","300,807","299,438","301,1","318,336","290,575","407,192","517,361","399,268","457,74","395,687","389,898","433,047","65,57","1,65"
2017-09-08 13:00:00,"59,39","7,74","3528,45","498,023","387,48","9,57897","1,64149","299,641","302,181","302,018","299,105","300,172","305,713","293,121","397,004","491,993","400,466","459,634","411,384","385,568","429,841","65,57","1,65"
2017-09-08 14:00:00,"59,39","7,74","3513,06","453,546","386,502","9,57967","1,64065","299,115","298,551","302,229","299,697",299,"282,617","296,382","393,514","493,463","405,273","460,258","419,647","406,724","423,966","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3476,44","450,246","385,56","9,58038","1,63981","299,153","295,992","298,448","299,927","301,1","283,338","297,72","382,293","478,896","412,8","439,092","411,846","394,026","423,317","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3430,68","463,274","383,523",,"1,63897","298,943","304,131","297,233","300,089","299,471","308,577","300,707","392,781","483,674","418,5","424,142","409,086","427,939","431,083","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3490,08","505,963","387,885","9,58118","1,63812","298,99","303,447","301,67","299,984","299,095","299,917","302,82","391,607","484,33","404,235","425,233","401,504","407,3","421,868","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3586,68","502,455","388,351","9,58153","1,63728","299,859","297,098","303,061","299,927","300,727","289,13","299,007","398,243","479,801","392,756","421,374","411,771","402,28","406,688","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3570,64","496,216","387,891","9,58189","1,63644","300,146","295,313","303,003","299,927","301,245","287,402","297,51","401,392","478,613","390,635","419,531","416,391","404,922","402,783","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3489,72","435,922","390,05","9,58224","1,6356","299,984","303,25","300,249","300,089","298,815","297,283","297,834","406,557","453,977","395,806","406,285","399,337","378,085","399,936","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3558,02","459,753","389,312","9,58259","1,63481","299,442","298,971","298,783","299,339","301,827","309,206","301,503","412,078","454,357","400,426","386,628","402,572","380,872","397,704","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3543,33","481,456","386,832","9,58295","1,63405","299,429","299,317","298,931","300,178","303,223","298,993","302,299","395,752","482,626","399,444","368,622","384,477","395,608","390,779","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74",3434,"471,735","390,439","9,5833","1,63329","299,649","298,913","298,725","300,747","300,477","292,114","299,056","390,116","502,048","398,728","363,201","394,546","416,199","389,249","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3395,95","485,468","394,145","9,58365","1,63253","299,546","301,133","298,77","299,514","298,68","295,071",,"384,865","510,379","399,917","369,779","401,778","381,134","389,946","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3428,86","487,913","395,137",,"1,63176","299,487","299,544","302,375","300,338","299,517","303,505","293,951","391,687","516,603","401,93","376,278","407,728","364,634","401,024","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3494,26","489,562","399,91","9,58436","1,631","299,167","300,529","303,182","300,486","299,927","308,8","293,295","399,989","515,374","396,61","360,946","404,164","407,69","400,167","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3498,35","493,839","402,515","9,58471","1,63024","299,689","300,925","299,637","298,443","297,843","300,68","292,955","398,972","512,644","397,953","351,838","400,062","394,962","393,942","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3464,58","494,549","395,768","9,58507","1,62948","299,445","306,425","297,746","299,495","300,121","287,978","295,946","403,373","529,827","397,296","351,352","399,316","389,111","394,719","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3509,03","455,155","395,09","9,58542","1,62871","299,268","295,015","297,349","300,307","301,727",,"294,182","403,933","536,8","404,845","364,972","421,442","390,103","308,16","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3417,65","481,213","397,725","9,58577","1,62795","299,428","298,539","301,299","299,564","298,376","306,604","294,238","379,649","527,445","411,445","388,169","408,705","397,568","368,907","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3324,85","492,659","398,438",,"1,62719","299,807","301,204","302,943","301,188","299,792","299,347","293,693","406,594","487,201","403,323","421,103","404,58",,"386,855","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3330,62","473,549","398,864","9,58648","1,62643","299,927","302,466","299,002","301,424","302,086","291,192","292,535","409,337","484,243","394,305","431,998","409,537",,"369,058","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3378,43","458,467","400,091","9,58683","1,62633","300,407","302,522","297,35","297,882","299,2","302,311","297,041","391,534","486,591","395,399","436,408","406,467","364,893","374,363","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3360,37","475,322","402,622","9,58719","1,62648","300,586","295,464","297,45","299,351","299,069","309,518","299,148","395,488",500,"392,248","438,175","392,792","409,399","396,436","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3353,52","500,966","406,397","9,58754","1,62663","300,586","296,247","301,5","300,047","302,201","307,92","301,502","409,432","506,057","396,514","433,741","401,104","407,538","406,141","65,08","2,13"
2017-09-08 14:00:00,"59,39","7,74","3375,52","492,286","402,835","9,5879","1,62679","300,905","292,559","303,163","299,767","301,147","293,863","303,621","416,313","499,369","397,159","415,281","399,921",,"409,202","65,08","2,13"
